descripcion,monto,categoria,es_gasto_hormiga,fuente
Otros artículos de vestir para niña (deportivos y formales),18330,Salidas,False,DANE_ENIG_2006_2007
"Camisitas, franelas para bebé",6875,Salidas,True,DANE_ENIG_2006_2007
"Vestiditos confeccionados para bebé, mamelucos, etc.",12186,Salidas,False,DANE_ENIG_2006_2007
"Escarpines, patines, mitones, zapatos de tela, medias, gorritos y bufandas para bebe",4435,Salidas,True,DANE_ENIG_2006_2007
Pijamitas y talegos para dormir para bebé,8803,Salidas,True,DANE_ENIG_2006_2007
"Buzos, ruanas, sacos de lana y similares para bebé",8375,Salidas,True,DANE_ENIG_2006_2007
Pañales de tela para bebé,5641,Salidas,True,DANE_ENIG_2006_2007
"Pantaloncitos de tela, plástico, caucho y similares para bebé",7760,Salidas,True,DANE_ENIG_2006_2007
Fajeros y cambiadores,3532,Salidas,True,DANE_ENIG_2006_2007
Otros artículos de vestir para bebé,12979,Salidas,False,DANE_ENIG_2006_2007
Corbatas y corbatines,15259,Salidas,False,DANE_ENIG_2006_2007
"Correas, tirantas y calzonarias para hombre",7047,Salidas,True,DANE_ENIG_2006_2007
Pañuelos para hombre,3067,Salidas,True,DANE_ENIG_2006_2007
Ruanas y ponchos para hombre,14098,Salidas,False,DANE_ENIG_2006_2007
Bufandas y guantes para hombre,6043,Salidas,True,DANE_ENIG_2006_2007
"Sombreros, gorros, cachuchas, boinas, viseras para hombre",9450,Salidas,True,DANE_ENIG_2006_2007
Pañuelos y pañoletas para mujer,5167,Salidas,True,DANE_ENIG_2006_2007
Cinturones y tirantas para mujer,5756,Salidas,True,DANE_ENIG_2006_2007
"Ruanas, chales, pañolones y ponchos para mujer",16434,Salidas,False,DANE_ENIG_2006_2007
Bufandas y guantes para mujer,6010,Salidas,True,DANE_ENIG_2006_2007
"Sombreros, gorros, cachuchas, boinas, viseras para mujer",8082,Salidas,True,DANE_ENIG_2006_2007
Guantes (de jardinería o de trabajo) en material diferente a caucho,1855,Salidas,True,DANE_ENIG_2006_2007
Cascos protectores para ciclista y motociclista,15506,Salidas,False,DANE_ENIG_2006_2007
"Hilos, cremalleras, botones, metro de costura, hombreras, encajes, broches, ganchos para ropa, hebil",2348,Salidas,True,DANE_ENIG_2006_2007
"Baberos, broches y ganchos para bebé",3964,Salidas,True,DANE_ENIG_2006_2007
"Madejas de lana y otros materiales para coser, tejer y bordar",8834,Salidas,True,DANE_ENIG_2006_2007
"Confección y reparación de prendas de vestir en general (hombre, mujer, niños, niñas)",8758,Salidas,True,DANE_ENIG_2006_2007
Teñido de prendas de vestir,3789,Salidas,True,DANE_ENIG_2006_2007
Lavado y planchado de ropa fuera del hogar (en lavandería u otro hogar),20476,Salidas,False,DANE_ENIG_2006_2007
"Alquiler de prendas de vestir en general (hombre mujer, niños, niñas y bebés)",17087,Salidas,False,DANE_ENIG_2006_2007
"Zapatos en cuero, caucho, goma y similares para hombre",29034,Salidas,False,DANE_ENIG_2006_2007
"Botas en cuero, caucho, goma y similares para hombre",17866,Salidas,False,DANE_ENIG_2006_2007
"Tenis, zapatillas y otros zapatos deportivos para hombre (excluyendo zapatos para deportes específic",37641,Salidas,False,DANE_ENIG_2006_2007
"Pantuflas, sandalias, abuelitas, chanclas, cotizas y alpargatas para hombre",7202,Salidas,True,DANE_ENIG_2006_2007
"Calzado plano en cuero, caucho, goma y similares para mujer",17638,Salidas,False,DANE_ENIG_2006_2007
"Calzado de tacón en cuero, caucho, goma y similares para mujer",22124,Salidas,False,DANE_ENIG_2006_2007
"Botas en cuero, caucho, goma y similares para mujer",34217,Salidas,False,DANE_ENIG_2006_2007
"Tenis, zapatillas y otros zapatos deportivos para mujer (excluyendo zapatos para deportes específico",24386,Salidas,False,DANE_ENIG_2006_2007
"Pantuflas, sandalias, abuelitas, chanclas, cotizas y alpargatas para mujer",9059,Salidas,True,DANE_ENIG_2006_2007
"Zapatos en cuero, caucho, goma y similares para niño",16667,Salidas,False,DANE_ENIG_2006_2007
"Botas en cuero, caucho, goma y similares para niño",12677,Salidas,False,DANE_ENIG_2006_2007
"Tenis, zapatillas y otros zapatos deportivos para niño (excluyendo zapatos para deportes específicos",18844,Salidas,False,DANE_ENIG_2006_2007
"Pantuflas, sandalias, abuelitas, chanclas, cotizas y alpargatas para niño",5835,Salidas,True,DANE_ENIG_2006_2007
"Calzado plano en cuero, caucho, goma y similares para niña",13620,Salidas,False,DANE_ENIG_2006_2007
"Calzado de tacón en cuero, caucho, goma y similares para niña",11230,Salidas,False,DANE_ENIG_2006_2007
"Botas en cuero, caucho, goma y similares para niña",15844,Salidas,False,DANE_ENIG_2006_2007
"Tenis, zapatillas y otros zapatos deportivos para niña (excluyendo zapatos para deportes específicos",16512,Salidas,False,DANE_ENIG_2006_2007
"Pantuflas, sandalias, abuelitas, chanclas, cotizas y alpargatas para niña",7194,Salidas,True,DANE_ENIG_2006_2007
"Calzado para bebé: zapatos, botas y tenis",7450,Salidas,True,DANE_ENIG_2006_2007
"Accesorios para calzado: Plantillas, hormas, adaptadores para calzado y calzador",5356,Salidas,True,DANE_ENIG_2006_2007
Lustrado y limpieza de zapatos,10161,Salidas,False,DANE_ENIG_2006_2007
"Reparación de calzado: remonta, tapas, costuras, etc",3747,Salidas,True,DANE_ENIG_2006_2007
Alquiler de calzado,10169,Salidas,False,DANE_ENIG_2006_2007
Arriendo efectivo mensual por la vivienda que habita el hogar,214213,Fijos,False,DANE_ENIG_2006_2007
Arriendo por viviendas para uso del hogar diferentes a la que habita,204686,Fijos,False,DANE_ENIG_2006_2007
Arriendo imputado por la vivienda propia que habita el hogar,233741,Fijos,False,DANE_ENIG_2006_2007
"Arriendo imputado por la vivienda en usufructo, posesión u ocupación que habita",142501,Fijos,False,DANE_ENIG_2006_2007
Pinturas y barnices para vivienda,13362,Fijos,False,DANE_ENIG_2006_2007
Papel de colgadura y recubrimientos textiles para paredes,8160,Fijos,False,DANE_ENIG_2006_2007
"Baldosas, celosías, mármoles, cerámicas, cenefas de enchape (para interiores y y para baño y cocina)",83207,Fijos,False,DANE_ENIG_2006_2007
Vidriería para puertas y ventanas,11433,Fijos,False,DANE_ENIG_2006_2007
"Yeso, cemento, masilla, pegantes",16884,Fijos,False,DANE_ENIG_2006_2007
"Tubos para el agua, grifos, codos, sifones, etc.",6721,Fijos,False,DANE_ENIG_2006_2007
Tablones para pisos,37506,Fijos,False,DANE_ENIG_2006_2007
Puertas y ventanas,29448,Fijos,False,DANE_ENIG_2006_2007
"Otros materiales para la conservación y la reparación de la vivienda: tejas, cielo raso, tanque de a",55570,Fijos,False,DANE_ENIG_2006_2007
Mantenimiento y reparación de aire acondicionado y calefacción,8457,Fijos,False,DANE_ENIG_2006_2007
Mantenimiento y reparación de cañerias de agua y ductos e instalaciones de gas,14613,Fijos,False,DANE_ENIG_2006_2007
Mantenimiento y reparación de ductos de ascensor,15983,Fijos,False,DANE_ENIG_2006_2007
Mantenimiento y reparación de redes eléctricas y telefónicas,13184,Fijos,False,DANE_ENIG_2006_2007
Mantenimiento y reparación de techos y pisos,43551,Fijos,False,DANE_ENIG_2006_2007
Limpieza de exteriores de edificaciones,5633,Fijos,False,DANE_ENIG_2006_2007
Pavimentación y revestimiento de suelos,36875,Fijos,False,DANE_ENIG_2006_2007
Ampliación o subdivisión de la vivienda,353969,Fijos,False,DANE_ENIG_2006_2007
"Otros servicios para el mantenimiento y reparación de la vivienda: cerrajería, pintura, enchape, car",44338,Fijos,False,DANE_ENIG_2006_2007
"Instalación, conexión, contador de agua",5732,Fijos,False,DANE_ENIG_2006_2007
Acueducto,21232,Fijos,False,DANE_ENIG_2006_2007
Reconexión del servicio de acueducto,6305,Fijos,False,DANE_ENIG_2006_2007
Recolección de basuras y aseo,7143,Fijos,False,DANE_ENIG_2006_2007
Pagos a recogedor de basuras y desechos,18193,Fijos,False,DANE_ENIG_2006_2007
Instalación o conexión al servicio de alcantarillado,14488,Fijos,False,DANE_ENIG_2006_2007
Alcantarillado,10407,Fijos,False,DANE_ENIG_2006_2007
Cuotas mensuales de administración de la vivienda para uso del hogar,121400,Fijos,False,DANE_ENIG_2006_2007
Cuotas extraordinarias de administración,14406,Fijos,False,DANE_ENIG_2006_2007
Celaduría comunal,21005,Fijos,False,DANE_ENIG_2006_2007
Gastos de conservación en jardinería,15124,Fijos,False,DANE_ENIG_2006_2007
"Instalación, conexión, contador del servicio de energía eléctrica",7980,Fijos,False,DANE_ENIG_2006_2007
Energía eléctrica,34260,Fijos,False,DANE_ENIG_2006_2007
Reconexión del servicio de energía eléctrica,2065,Fijos,False,DANE_ENIG_2006_2007
Alumbrado público,3905,Fijos,False,DANE_ENIG_2006_2007
Compra de gas propano en pipeta o cilindro o por ducto,29141,Fijos,False,DANE_ENIG_2006_2007
"Instalación, conexión, contador del servicio de gas natural",8411,Fijos,False,DANE_ENIG_2006_2007
Gas natural por tubería,15436,Fijos,False,DANE_ENIG_2006_2007
Reconexión del servicio de gas natural,1491,Fijos,False,DANE_ENIG_2006_2007
"Combustibles líquidos para cocinar: gasolina, kerosene, petróleo, alcohol, etc.",11802,Fijos,False,DANE_ENIG_2006_2007
"Combustibles sólidos para cocinar: leña, carbón vegetal, carbón, mineral, etc.",13506,Fijos,False,DANE_ENIG_2006_2007
Cama sencilla,18348,Salidas,False,DANE_ENIG_2006_2007
"Cama semidoble, doble, king size",31491,Salidas,False,DANE_ENIG_2006_2007
Cunas y corral para bebé,20332,Salidas,False,DANE_ENIG_2006_2007
Juego completo de muebles de alcoba,78999,Salidas,False,DANE_ENIG_2006_2007
Juego completo de muebles de sala,81638,Salidas,False,DANE_ENIG_2006_2007
Juego completo de muebles de comedor,61757,Salidas,False,DANE_ENIG_2006_2007
Gabinetes de baño,14646,Salidas,False,DANE_ENIG_2006_2007
Cocina integral,103467,Salidas,False,DANE_ENIG_2006_2007
Muebles y gabinetes para cocina,23625,Salidas,False,DANE_ENIG_2006_2007
Escritorios y mesas de dibujo,26223,Salidas,False,DANE_ENIG_2006_2007
Muebles para computador o centros de entretenimiento,11547,Salidas,False,DANE_ENIG_2006_2007
"Colchones, somiers y colchonetas",18015,Salidas,False,DANE_ENIG_2006_2007
"Bases para colchón, catres",6941,Salidas,True,DANE_ENIG_2006_2007
"Sillas, sillones, sofás, sofacamas",15045,Salidas,False,DANE_ENIG_2006_2007
"Asientos, mecedoras, butacos, bancas",7255,Salidas,True,DANE_ENIG_2006_2007
"Armarios, clósets, cómodas, chifoniers, escaparates, roperos, baules",18777,Salidas,False,DANE_ENIG_2006_2007
Bibliotecas y muebles modulares,17143,Salidas,False,DANE_ENIG_2006_2007
"Otros muebles y accesorios para el hogar:biffé, tocadores, vitrinas, archivadore",13778,Salidas,False,DANE_ENIG_2006_2007
Lámparas de techo o de pie,9247,Salidas,True,DANE_ENIG_2006_2007
Pantallas de mesa,5658,Salidas,True,DANE_ENIG_2006_2007
"Velas, veladoras, velones",2717,Salidas,True,DANE_ENIG_2006_2007
Candeleros y candelabros,11033,Salidas,False,DANE_ENIG_2006_2007
Cuadros y pinturas de arte,19879,Salidas,False,DANE_ENIG_2006_2007
Reproducciones de cuadros y pinturas,11130,Salidas,False,DANE_ENIG_2006_2007
"Dibujos, grabados, tapices",342,Salidas,True,DANE_ENIG_2006_2007
"Estatuillas, esculturas, porcelanas y objetos de decoración en plata o metal",11984,Salidas,False,DANE_ENIG_2006_2007
Otros objetos artísticos,3259,Salidas,True,DANE_ENIG_2006_2007
"Espejos, portaretratos y percheros",6280,Salidas,True,DANE_ENIG_2006_2007
Persianas de materiales diferentes a tela,36985,Salidas,False,DANE_ENIG_2006_2007
Alfombras y tapetes fijos y sueltos,9344,Salidas,True,DANE_ENIG_2006_2007
Mano de obra para colocación de alfombras y tapetes,538,Salidas,True,DANE_ENIG_2006_2007
"Reparación de muebles, accesorios y materiales para pisos",31512,Salidas,False,DANE_ENIG_2006_2007
Restauración de obras de arte y de muebles antiguos,16916,Salidas,False,DANE_ENIG_2006_2007
"Telas para confeccionar ropa de cama, manteles, cortinas y forros de muebles",7691,Salidas,True,DANE_ENIG_2006_2007
"Juego completo de sábanas, sobresábanas y fundas",5424,Salidas,True,DANE_ENIG_2006_2007
"Sábanas, sobresabanas y fundas sueltas",4002,Salidas,True,DANE_ENIG_2006_2007
"Cubrelechos, cubrecamas, colchas para cama",8470,Salidas,True,DANE_ENIG_2006_2007
Cobijas y mantas para adultos,5294,Salidas,True,DANE_ENIG_2006_2007
"Cobijas, mantas y cobertores para bebés",3798,Salidas,True,DANE_ENIG_2006_2007
"Almohadas, cojines, almohadones",2072,Salidas,True,DANE_ENIG_2006_2007
"Hamacas, chinchorros, toldillos, mosquiteros",3672,Salidas,True,DANE_ENIG_2006_2007
"Ropa de mesa: Manteles, caminos de mesa, individuales y servilletas de tela para comedor",3278,Salidas,True,DANE_ENIG_2006_2007
Toallas de tela para baño,2177,Salidas,True,DANE_ENIG_2006_2007
Juego de lencería para baño,4210,Salidas,True,DANE_ENIG_2006_2007
Cortinas para baño,1357,Salidas,True,DANE_ENIG_2006_2007
Cortinas confeccionadas,13549,Salidas,False,DANE_ENIG_2006_2007
Lanas y telas para tejidos y decoración del hogar,1935,Salidas,True,DANE_ENIG_2006_2007
Sacos o lonas para ropa,2641,Salidas,True,DANE_ENIG_2006_2007
Banderas y escudos en general,1046,Salidas,True,DANE_ENIG_2006_2007
"Piedecamas, esteras y esterillas",2408,Salidas,True,DANE_ENIG_2006_2007
Forros para muebles y electrodomésticos,6878,Salidas,True,DANE_ENIG_2006_2007
Gastos por confección y reparación de productos textiles para el hogar,5399,Salidas,True,DANE_ENIG_2006_2007
"Neveras, refrigeradores y congeladores",49509,Salidas,False,DANE_ENIG_2006_2007
Lavadora y secadora de ropa,45193,Salidas,False,DANE_ENIG_2006_2007
Lavadora de platos,57083,Salidas,False,DANE_ENIG_2006_2007
Estufa a gas,17192,Salidas,False,DANE_ENIG_2006_2007
Estufa eléctrica,6221,Salidas,True,DANE_ENIG_2006_2007
Estufa mixta (electrica y a gas),41791,Salidas,False,DANE_ENIG_2006_2007
Campana extractora para la estufa,15551,Salidas,False,DANE_ENIG_2006_2007
Estufa de carbón o leña a gasolina o petróleo,1648,Salidas,True,DANE_ENIG_2006_2007
Hornos eléctricos y hornos de gas,13340,Salidas,False,DANE_ENIG_2006_2007
Hornos microondas,14864,Salidas,False,DANE_ENIG_2006_2007
Pipetas o cilindros de gas (envase sin incluir el gas),3496,Salidas,True,DANE_ENIG_2006_2007
Calentadores eléctricos,6035,Salidas,True,DANE_ENIG_2006_2007
Calentador de gas,22210,Salidas,False,DANE_ENIG_2006_2007
Sistema de calefacción para el hogar,74978,Salidas,False,DANE_ENIG_2006_2007
Aire acondicionado,31113,Salidas,False,DANE_ENIG_2006_2007
Ventiladores o abanicos fijos,5550,Salidas,True,DANE_ENIG_2006_2007
"Aspiradora, brilladora y lavatapetes",15570,Salidas,False,DANE_ENIG_2006_2007
"Máquinas de coser, tejer, fileteadoras y telares",21235,Salidas,False,DANE_ENIG_2006_2007
"Otros aparatos grandes del hogar: Trituradoras de desperdicios, cajas fuertes, Purificadores de agua",39280,Salidas,False,DANE_ENIG_2006_2007
Plancha eléctrica,3711,Salidas,True,DANE_ENIG_2006_2007
"Licuadora, picadora y ayudante de cocina eléctrico",6007,Salidas,True,DANE_ENIG_2006_2007
Batidora y mezcladora eléctrica,4414,Salidas,True,DANE_ENIG_2006_2007
"Sanducheras, wafleras y tostadoras eléctricas",3485,Salidas,True,DANE_ENIG_2006_2007
Extractor de zumos y exprimidor eléctricos,4805,Salidas,True,DANE_ENIG_2006_2007
Cafeteras eléctricas,4040,Salidas,True,DANE_ENIG_2006_2007
Ollas arroceras y freidoras eléctricas,6978,Salidas,True,DANE_ENIG_2006_2007
"Cuchillos, afila cuchillos y abrelatas eléctricos",928,Salidas,True,DANE_ENIG_2006_2007
Encendedores eléctricos y no eléctricos para estufa,1483,Salidas,True,DANE_ENIG_2006_2007
Ventiladores o abanicos movibles,5213,Salidas,True,DANE_ENIG_2006_2007
Duchas eléctricas,2305,Salidas,True,DANE_ENIG_2006_2007
Asadores eléctricos para carne,7217,Salidas,True,DANE_ENIG_2006_2007
Mantas eléctricas para el hogar,5250,Salidas,True,DANE_ENIG_2006_2007
Extractor eléctrico de olores,10373,Salidas,False,DANE_ENIG_2006_2007
"Otros aparatos eléctricos para el hogar: teteras eléctricas, máquina para helados, hornos tostadores",5802,Salidas,True,DANE_ENIG_2006_2007
Repuestos para aparatos domésticos,3872,Salidas,True,DANE_ENIG_2006_2007
Reparación de aparatos y utensilios domésticos,5276,Salidas,True,DANE_ENIG_2006_2007
"Alquiler de artefactos o aparatos domésticos (lavadoras, computadores, etc)",5041,Salidas,True,DANE_ENIG_2006_2007
"Vajilla completa, juego de té o café y otros juegos completos (vaso, jarra, copas)",4751,Salidas,True,DANE_ENIG_2006_2007
"Platos, pocillos, tazas, Mugs",5122,Salidas,True,DANE_ENIG_2006_2007
"Vasos, copas, jarras",3805,Salidas,True,DANE_ENIG_2006_2007
"Bandejas, ensaladeras, soperas, dulceras",4767,Salidas,True,DANE_ENIG_2006_2007
Refractarias,7957,Salidas,True,DANE_ENIG_2006_2007
Otros artículos de cristalería y vajilla,13911,Salidas,False,DANE_ENIG_2006_2007
Juego completo de cubiertos de mesa y cocina,9630,Salidas,True,DANE_ENIG_2006_2007
"Cucharas, cucharitas, tenedores, cuchillos, cucharones, tijeras de cocina",3443,Salidas,True,DANE_ENIG_2006_2007
"Ollas, cacerolas, cazuelas y sartenes de aluminio, esmaltadas y de teflón",16348,Salidas,False,DANE_ENIG_2006_2007
Ollas a presión,27300,Salidas,False,DANE_ENIG_2006_2007
Planchas para asar y parrillas,9060,Salidas,True,DANE_ENIG_2006_2007
"Molinillos, coladeras, coladores, pinzas para hielo, abrelatas y sacacorchos manuales, piedras de af",1810,Salidas,True,DANE_ENIG_2006_2007
Cafeteras no eléctricas,13753,Salidas,False,DANE_ENIG_2006_2007
"Molinos, ralladores, picadoras manuales y exprimidores de jugo",6301,Salidas,True,DANE_ENIG_2006_2007
"Corta huevos, pela papas, rebanador de quesos, cortador de pizza",2603,Salidas,True,DANE_ENIG_2006_2007
"Tablas para picar, morteros y mazos, escurridorres de aceite",2728,Salidas,True,DANE_ENIG_2006_2007
Servilleteros,2768,Salidas,True,DANE_ENIG_2006_2007
Termos,5798,Salidas,True,DANE_ENIG_2006_2007
"Reverberos, cocinas de alcohol y cocinetas",19613,Salidas,False,DANE_ENIG_2006_2007
Esterilizadores o calentadores de teteros,13330,Salidas,False,DANE_ENIG_2006_2007
Biberones o teteros,3489,Salidas,True,DANE_ENIG_2006_2007
Mesa de planchar,10997,Salidas,False,DANE_ENIG_2006_2007
Planchas no eléctricas,12448,Salidas,False,DANE_ENIG_2006_2007
"Ceniceros, floreros",6046,Salidas,True,DANE_ENIG_2006_2007
"Platones, baldes y poncheras",3834,Salidas,True,DANE_ENIG_2006_2007
Canecas y papeleras para la basura,5768,Salidas,True,DANE_ENIG_2006_2007
Cestas y recipientes para la ropa,8467,Salidas,True,DANE_ENIG_2006_2007
"Vacinillas, micas o patos médicos",2072,Salidas,True,DANE_ENIG_2006_2007
"Reparación de cristalería, vajilla y utensilios del hogar",8609,Salidas,True,DANE_ENIG_2006_2007
"Taladros, soldadoras, sierras, pulidoras y cizallas eléctricas",15488,Salidas,False,DANE_ENIG_2006_2007
"Podadoras, cortadoras de césped y guadañadoras eléctricas o motorizadas y tractores eléctricos para ",51323,Salidas,False,DANE_ENIG_2006_2007
Compra e instalación de bombas eléctricas de agua,14446,Salidas,False,DANE_ENIG_2006_2007
Otras herramientas y equipos eléctricos grandes,17243,Salidas,False,DANE_ENIG_2006_2007
Reparación de herramientas y equipos grandes,11955,Salidas,False,DANE_ENIG_2006_2007
Alquiler de maquinaria y equipo grande,18647,Salidas,False,DANE_ENIG_2006_2007
"Hombresolos, alicates, tenazas, martillos, destornilladores, punzones, serruchos, limas para herrami",10830,Salidas,False,DANE_ENIG_2006_2007
"Llaves de tuercas, llaves inglesas, llaves bristol.",1890,Salidas,True,DANE_ENIG_2006_2007
"Cintas métricas: Metro, Decámetro, niveles, etc.",633,Salidas,True,DANE_ENIG_2006_2007
"Otras herramientas del hogar: Tijeras para ropa, escaleras, etc.",1757,Salidas,True,DANE_ENIG_2006_2007
"Herramientas de jardín: Carretillas, mangueras, palas, azadones, estacas, etc.",2588,Salidas,True,DANE_ENIG_2006_2007
"Bombillos incandescentes, tubos fluorescentes, larga vida, halógenos y de neón",5060,Salidas,True,DANE_ENIG_2006_2007
"Enchufes, interruptores, dimmers, cables eléctricos, rosetas, cinta aislante, timbres, alarmas",25884,Salidas,False,DANE_ENIG_2006_2007
Pilas no recargables para uso general,3796,Salidas,True,DANE_ENIG_2006_2007
"Linternas, lámparas de mano, estabilizadores y timers, baterías o pilas recargables",5711,Salidas,True,DANE_ENIG_2006_2007
Otros accesorios eléctricos pequeños,9742,Salidas,True,DANE_ENIG_2006_2007
