descripcion,monto,categoria,es_gasto_hormiga
cuota tarjeta daviplata,200000,Fijos,False
cerveza corona con parce,9918,Salidas,True
consulta médico,80000,Fijos,False
cafe en oma,12621,Salidas,True
ebook kindle,25000,Salidas,True
venta ropa usada,150000,Ingresos,False
playstation plus agosto,29900,Susc.,False
sprite 2 litros,7000,Salidas,True
lavado en lavanderí a,35000,Salidas,False
viaje a cartagena,981099,Salidas,False
icloud 50gb febrero,3900,Susc.,True
transferencia familia noviembre,300000,Ingresos,False
cepillo de dientes,8000,Salidas,True
arroz con pollo en el restaurante,20000,Salidas,True
bono productividad mayo,200000,Ingresos,False
remesas exterior diciembre,500000,Ingresos,False
bono productividad octubre,350000,Ingresos,False
domicilio ifood sushi,25394,Salidas,True
indriver al el gym,16210,Salidas,True
honorarios consultoría marzo,3000000,Ingresos,False
leche semidescremada alpina,4500,Salidas,True
tintico con el vecino,1800,Salidas,True
sabanas,104544,Salidas,False
desayuno juan valdez,22000,Salidas,True
papas salchipapa martes,5517,Salidas,True
dulces tienda semana,2879,Salidas,True
paseo familiar del mes,508182,Salidas,False
plan celular wom,39900,Fijos,False
trucha en restaurante,52060,Salidas,False
mecato de las 8,3163,Salidas,True
cuota hipoteca daviplata,600000,Fijos,False
recarga celular tigo,16819,Salidas,True
cuota hipoteca banco de bogotá,1800000,Fijos,False
papa al por mayor quincenal,22637,Salidas,False
recibo acueducto marzo,88812,Fijos,False
lonchera del colegio,15000,Salidas,True
vpn duo mensual,19900,Susc.,True
recibo luz marzo,125300,Fijos,False
quincena febrero,2000000,Ingresos,False
venta muebles,50000,Ingresos,False
mercado en jumbo de hoy,262185,Salidas,False
lonchera del niño domingo,11153,Salidas,True
parqueadero starbucks,11013,Salidas,True
vpn familiar mensual,25000,Susc.,True
recibo gas febrero,104225,Fijos,False
venta mercado libre julio,100000,Ingresos,False
jabon dove,12000,Salidas,True
papas salchipapa domingo,7048,Salidas,True
audifonos jbl,314747,Salidas,False
tarjeta regalo falabella,100000,Salidas,False
subsidio gobierno enero,400000,Ingresos,False
tenis nike,380000,Salidas,False
spotify estándar agosto,22900,Susc.,True
seguro vida septiembre,85000,Fijos,False
quincena noviembre,700000,Ingresos,False
rasuradora gillette,35000,Salidas,True
cuota crédito daviplata,300000,Fijos,False
cafe en la panadería,13488,Salidas,True
pandebono martes,4457,Salidas,True
ropa en el éxito,128510,Salidas,False
duolingo plus,32900,Susc.,True
paseo de olla,149630,Salidas,False
pandebono viernes,3357,Salidas,True
arepa con chicharrón,6580,Salidas,True
subway pie,28000,Salidas,True
pasaje bus bogota medellin quincenal,101309,Salidas,False
arroz en bulto,79850,Salidas,False
chatgpt plus julio,75000,Susc.,True
tarjeta regalo falabella,91199,Salidas,False
bono productividad marzo,500000,Ingresos,False
beca estudio febrero,500000,Ingresos,False
disney plus marzo,17900,Susc.,False
vacuna mascota para la casa,101463,Salidas,False
hbo max octubre,35900,Susc.,False
mecato de las 8,5653,Salidas,True
arriendo junio,1100000,Fijos,False
venta muebles,50000,Ingresos,False
playstation plus octubre,29900,Susc.,False
asado con amigos,262823,Salidas,False
parqueadero la tienda,14569,Salidas,True
sobrebarriga guisada,31948,Salidas,False
gaseosa de verduras,4696,Salidas,True
desodorante rexona,20000,Salidas,True
canva pro enero,49900,Susc.,True
nomina noviembre,2500000,Ingresos,False
app premium movil,25000,Susc.,True
remesas exterior octubre,500000,Ingresos,False
cuota hipoteca bbva,800000,Fijos,False
icloud 2000gb mayo,35900,Susc.,True
subsidio gobierno junio,200000,Ingresos,False
lonchera del niño miércoles,12398,Salidas,True
recibo luz noviembre,141500,Fijos,False
taxi al el gym,24507,Salidas,True
dulces tienda miércoles,2903,Salidas,True
vpn estudiante mensual,25000,Susc.,True
nequi recarga,87120,Salidas,False
jugo natural del mercado,2500,Salidas,True
dulces tienda viernes,3881,Salidas,True
ventas instagram shop,380000,Ingresos,False
gaseosa de pipián,3788,Salidas,True
hotel san andres,2166384,Salidas,False
chatgpt plus marzo,65000,Susc.,True
asado con amigos,230499,Salidas,False
buseta a la universidad,2670,Salidas,True
prima de navidad,1300000,Ingresos,False
transferencia familia julio,100000,Ingresos,False
mondongo en restaurante,22000,Salidas,True
disney plus mayo,21900,Susc.,False
zapatos en mario hernandez,380000,Salidas,False
almuerzo sábado,19960,Salidas,True
paseo familiar,525881,Salidas,False
spotify familiar febrero,26900,Susc.,True
clases de ingles junio,200000,Susc.,False
gaseosa de pollo,4739,Salidas,True
vestido de baño,113188,Salidas,False
platzi mensual,45000,Susc.,False
spotify familiar abril,13900,Susc.,True
mercado en el exito mensual,594109,Salidas,False
papas salchipapa sábado,6901,Salidas,True
lonchera del niño sábado,13825,Salidas,True
seguro vida diciembre,120000,Fijos,False
ingreso uber driver diciembre,1800000,Ingresos,False
regalo de grado,357161,Salidas,False
ingreso ventas instagram,400000,Ingresos,False
resma papel semanal,33836,Salidas,False
metro de las antes de almuerzo,3515,Salidas,True
gaseosa de pipián,4140,Salidas,True
chance viernes,5403,Salidas,True
ingreso uber driver enero,1800000,Ingresos,False
rappi prime agosto,17900,Susc.,True
chatgpt plus septiembre,75000,Susc.,True
ingreso extra fotografía,300000,Ingresos,False
nomina febrero,1400000,Ingresos,False
cuota tarjeta bancolombia,400000,Fijos,False
playstation plus mayo,19900,Susc.,False
mesada universitaria marzo,600000,Ingresos,False
almuerzo martes,13226,Salidas,True
seguro de vida,85000,Fijos,False
tragos martes,73864,Salidas,True
metro de las de la tarde,3707,Salidas,True
cuota hipoteca bbva,900000,Fijos,False
subsidio sisben,200000,Ingresos,False
rappi prime septiembre,9900,Susc.,True
cerveza poker,7000,Salidas,True
cuota tarjeta itaú,400000,Fijos,False
ingreso plataforma digital junio,300000,Ingresos,False
arepa boyacense,6000,Salidas,True
panela redonda,4000,Salidas,True
regalo de bodas,200000,Salidas,False
gym body tech septiembre,110000,Susc.,False
tinto noche,1447,Salidas,True
propina domicilio,4538,Salidas,True
piñata,55000,Salidas,False
terapia emocional,150000,Fijos,False
cena sábado,29153,Salidas,True
queso campesino de hoy,10235,Salidas,False
helado de arequipe,5304,Salidas,True
mecato mañana,4065,Salidas,True
rumba viernes,155171,Salidas,False
vacaciones en san andres,1759547,Salidas,False
tragos jueves,61862,Salidas,True
ingreso extra traducciones,1000000,Ingresos,False
propina domicilio,2229,Salidas,True
vpn premium mensual,25000,Susc.,True
rosca de reyes del mes,35985,Salidas,False
clases de ingles diciembre,300000,Susc.,False
plataforma estudio abril,95000,Susc.,False
transferencia familia diciembre,300000,Ingresos,False
empleada doméstica mensual,900000,Fijos,False
prime video febrero,17900,Susc.,False
desayuno lunes,10868,Salidas,True
clases de ingles abril,200000,Susc.,False
aporte pensión septiembre,400000,Fijos,False
spotify estudiante junio,17900,Susc.,True
internet wom abril,79900,Fijos,False
cerveza corona con parce,10225,Salidas,True
pension colegio marzo,450000,Fijos,False
devolución iva enero,100000,Ingresos,False
freelance traducciones,700000,Ingresos,False
daviplata transferencia,150000,Salidas,False
sudadera para el gym,128799,Salidas,False
paseo familiar,450000,Salidas,False
bolsas de basura,12000,Salidas,True
vacaciones en san andrés quincenal,1517655,Salidas,False
caldo de costilla,8000,Salidas,True
lavadora de ropa,1800000,Salidas,False
internet claro mensual,79900,Fijos,False
ingreso uber driver agosto,2200000,Ingresos,False
cena semana,34115,Salidas,True
paseo de olla,180000,Salidas,False
tintoreria traje,59875,Salidas,False
utensilios cocina,150000,Salidas,False
secador de pelo del mes,101660,Salidas,False
pago eps febrero,120000,Fijos,False
asado con amigos del mes,271015,Salidas,False
uber desde el éxito,21984,Salidas,True
internet etb marzo,89900,Fijos,False
devolución iva septiembre,100000,Ingresos,False
carne para el asado,105525,Salidas,False
cuota tarjeta nequi,150000,Fijos,False
coursera mensual,95000,Susc.,False
merienda escolar,5000,Salidas,True
transferencia familia julio,400000,Ingresos,False
lechona tolimense,40283,Salidas,False
quincena diciembre,1250000,Ingresos,False
uber desde la terminal,18972,Salidas,True
aporte pensión mayo,200000,Fijos,False
tiquete aéreo bogotá-medellín,280000,Salidas,False
mercado semanal éxito de hoy,206119,Salidas,False
mercado a los papás,162315,Salidas,False
comision octubre,500000,Ingresos,False
medicamentos crónicos,120000,Fijos,False
buñuelo del medio día,1408,Salidas,True
raspa y gana,4074,Salidas,True
tragos semana,62540,Salidas,True
youtube premium febrero,14900,Susc.,False
rappi prime febrero,17900,Susc.,True
lechona tolimense quincenal,31955,Salidas,False
colonia en la tienda,151304,Salidas,False
tragos viernes,54780,Salidas,True
mecato en el descanso,3500,Salidas,True
taxi al el jumbo,12503,Salidas,True
pago eps junio,280000,Fijos,False
cuota hipoteca itaú,1100000,Fijos,False
plan celular wom,85000,Fijos,False
raspa y gana,5541,Salidas,True
seguro vida marzo,85000,Fijos,False
netflix familiar julio,17900,Susc.,False
papas salchipapa sábado,6290,Salidas,True
toallas baño,46803,Salidas,False
suscripcion app marzo,35000,Susc.,True
xbox game pass diciembre,19900,Susc.,False
rifas empresa,20000,Salidas,True
gaseosa de pollo,4372,Salidas,True
subscripcion herramienta digital,85000,Susc.,False
cerveza pilsen con parce,10350,Salidas,True
picada con los parces,78185,Salidas,True
netflix familia noviembre,25900,Susc.,False
adobe septiembre,120000,Susc.,False
cafe en juan valdez,2526,Salidas,True
internet claro julio,109900,Fijos,False
mercado a los papás quincenal,156739,Salidas,False
microsoft 365 abril,65000,Susc.,False
juguete para el perro,25000,Salidas,True
indriver al el parque,18169,Salidas,True
recarga celular wom,7059,Salidas,True
blender oster,177145,Salidas,False
vpn premium mensual,19900,Susc.,True
honorarios consultoría noviembre,2000000,Ingresos,False
arriendo enero,750000,Fijos,False
ingreso extra consultoría,300000,Ingresos,False
playstation plus febrero,29900,Susc.,False
administración edificio octubre,250000,Fijos,False
mercado en el éxito mensual,650000,Salidas,False
netflix premium julio,42900,Susc.,False
onces miércoles,14700,Salidas,True
cochinillo regional para la casa,521859,Salidas,False
pago eps junio,145000,Fijos,False
seguro exequial,45000,Fijos,False
disney plus octubre,21900,Susc.,False
cerveza heineken con parce,6684,Salidas,True
mecato de las 8,4663,Salidas,True
pension colegio enero,600000,Fijos,False
regalo dia de la madre,161697,Salidas,False
mecato de mediodía,3321,Salidas,True
licuadora,150000,Salidas,False
lotería viernes,3240,Salidas,True
cuota tarjeta visa,300000,Fijos,False
chicharrón crujiente,15000,Salidas,True
rumba viernes,148640,Salidas,False
viaje a cartagena,850000,Salidas,False
youtube premium septiembre,18900,Susc.,False
aporte pensión febrero,150000,Fijos,False
aporte pensión julio,150000,Fijos,False
collar y correa,34457,Salidas,False
sueldo part time enero,800000,Ingresos,False
indriver al el jumbo,14405,Salidas,True
devolución iva abril,100000,Ingresos,False
detergente ariel,28000,Salidas,True
netflix premium abril,25900,Susc.,False
aporte pensión agosto,400000,Fijos,False
buñuelo noche,1302,Salidas,True
pandebono martes,2364,Salidas,True
cuota hipoteca itaú,600000,Fijos,False
mercado semanal éxito,180000,Salidas,False
tenis adidas,303665,Salidas,False
sabanas,120000,Salidas,False
pensión vejez abril,2000000,Ingresos,False
hbo max febrero,35900,Susc.,False
torta de cumpleaños de hoy,86042,Salidas,False
cafe en la cafetería,11562,Salidas,True
indriver al la casa,14344,Salidas,True
tinto de la tarde,1282,Salidas,True
pastel de navidad,75000,Salidas,False
citas odontologicas,250000,Fijos,False
venta muebles,300000,Ingresos,False
desayuno viernes,16042,Salidas,True
gym body tech octubre,150000,Susc.,False
lechona tolimense,44540,Salidas,False
limosna dominical,10000,Salidas,True
ingreso plataforma digital mayo,500000,Ingresos,False
cuota moto akt,280000,Fijos,False
xbox game pass,29900,Susc.,False
rappi prime octubre,9900,Susc.,True
aporte pensión mayo,250000,Fijos,False
disney plus mayo,21900,Susc.,False
gaseosa de carne,2826,Salidas,True
huevos por cubeta,13716,Salidas,False
gasolina extra,95000,Salidas,True
pizza hut personal,35000,Salidas,True
plan celular etb,39900,Fijos,False
yuca y platano semanal,16934,Salidas,False
ofrenda,20000,Salidas,True
arepa con huevo,6329,Salidas,True
prime video septiembre,17900,Susc.,False
adobe junio,199000,Susc.,False
ingreso uber driver marzo,2200000,Ingresos,False
chatgpt plus,65000,Susc.,True
venta mercado libre mayo,500000,Ingresos,False
hamburguesa mcdonalds,28000,Salidas,True
propina domicilio,2400,Salidas,True
venta carro usado,15000000,Ingresos,False
empanada con pipiá n,2500,Salidas,True
suplementos proteina,181435,Salidas,False
buseta a el éxito,2090,Salidas,True
papas salchipapa viernes,6173,Salidas,True
sabanas para la casa,139322,Salidas,False
lonchera del niño semana,16451,Salidas,True
gym smart fit octubre,100000,Susc.,False
lechona tolimense,37718,Salidas,False
ancheta empresarial,308529,Salidas,False
arriendo noviembre,1500000,Fijos,False
app fitness,25000,Susc.,True
regalo san valentin,130079,Salidas,False
mercado en el éxito mensual semanal,598560,Salidas,False
papelería oficina semanal,61863,Salidas,False
buseta a el parque,2597,Salidas,True
sueldo part time marzo,700000,Ingresos,False
sueldo part time diciembre,1200000,Ingresos,False
tinto noche,1640,Salidas,True
ingreso plataforma digital marzo,200000,Ingresos,False
transferencia familia enero,100000,Ingresos,False
gym el gym julio,110000,Susc.,False
revisión tecno mecánica,120000,Fijos,False
icloud 50gb noviembre,19900,Susc.,True
dominio y hosting agosto,50000,Susc.,False
lechona tolimense,38000,Salidas,False
netflix personal febrero,29900,Susc.,False
indriver al la casa,9449,Salidas,True
verduras en la plaza mensual del mes,70759,Salidas,False
mercerias el remate,35000,Salidas,False
audible mensual,29900,Susc.,True
servicio tecnico celular semanal,142008,Salidas,False
gym crossfit septiembre,150000,Susc.,False
chatgpt plus junio,75000,Susc.,True
youtube premium septiembre,18900,Susc.,False
devolución iva enero,250000,Ingresos,False
recarga celular etb,8154,Salidas,True
mercado en justo y bueno,172555,Salidas,False
adornos navideños,115235,Salidas,False
concierto maluma para la casa,343608,Salidas,False
parqueadero la cafetería,13289,Salidas,True
comision diciembre,1000000,Ingresos,False
almuerzo semana,18366,Salidas,True
ingreso uber driver julio,1400000,Ingresos,False
catering empresa,898735,Salidas,False
raspa y gana,7477,Salidas,True
tiquete san andres,650000,Salidas,False
raspa y gana,9530,Salidas,True
tinto antes de almuerzo,1073,Salidas,True
seguro vida noviembre,65000,Fijos,False
helado en carulla,8500,Salidas,True
beca estudio octubre,400000,Ingresos,False
recibo gas septiembre,95563,Fijos,False
mesada universitaria octubre,500000,Ingresos,False
jeans en arturo calle,217990,Salidas,False
cambio aceite carro,120000,Fijos,False
toallas baño,55000,Salidas,False
café colcafé,15000,Salidas,True
desayuno miércoles,9832,Salidas,True
lonchera del niño lunes,12487,Salidas,True
cuota hipoteca scotiabank,1800000,Fijos,False
adornos navideños,124653,Salidas,False
microondas,350000,Salidas,False
arriendos recibidos diciembre,600000,Ingresos,False
playstation plus marzo,29900,Susc.,False
prime video octubre,17900,Susc.,False
seguro vida agosto,50000,Fijos,False
queso campesino,12000,Salidas,False
vino blanco para la cena,35000,Salidas,True
canva pro diciembre,65000,Susc.,True
ingreso youtube,200000,Ingresos,False
metro de las de la tarde,3253,Salidas,True
utiles escolares del niño,96368,Salidas,False
comision octubre,700000,Ingresos,False
playstation plus enero,19900,Susc.,False
chance domingo,6865,Salidas,True
rumba viernes para la casa,141573,Salidas,False
internet claro diciembre,109900,Fijos,False
whisky johnnie walker para la casa,116847,Salidas,False
cesantias cobradas,2000000,Ingresos,False
rappi prime abril,14900,Susc.,True
picada con los parces,98860,Salidas,True
buñuelo mañana,1215,Salidas,True
metro de las la tarde,3628,Salidas,True
freelance diseño,1000000,Ingresos,False
picada con los parces,113207,Salidas,True
chao fan con pollo,25000,Salidas,True
leche en caja,9766,Salidas,False
descanso parque del café,320000,Salidas,False
transferencia familia noviembre,300000,Ingresos,False
domicilio domicilios.com sushi,42465,Salidas,True
lonchera del niño viernes,8783,Salidas,True
pension colegio agosto,900000,Fijos,False
cuota hipoteca banco de bogotá,1800000,Fijos,False
youtube premium enero,18900,Susc.,False
uber desde el gym,17991,Salidas,True
plataforma estudio diciembre,45000,Susc.,False
honorarios consultoría,1200000,Ingresos,False
parqueadero oma,10989,Salidas,True
secador de pelo,95000,Salidas,False
almohada nueva,68559,Salidas,False
indriver al el parque,16616,Salidas,True
parqueadero starbucks,7384,Salidas,True
panetón navideño,45000,Salidas,False
recibo luz junio,157463,Fijos,False
clases de ingles junio,200000,Susc.,False
remesas exterior enero,500000,Ingresos,False
paseo de olla,169362,Salidas,False
freelance desarrollo web,500000,Ingresos,False
agua crystal,2500,Salidas,True
empanada de verduras,3827,Salidas,True
proteina whey para el trabajo,161278,Salidas,False
sancocho en el restaurante,22000,Salidas,True
arepa con huevo,7344,Salidas,True
fritanga con los amigos,120000,Salidas,True
papas salchipapa semana,6545,Salidas,True
zapatos en mario hernandez de hoy,347752,Salidas,False
indriver al la terminal,12453,Salidas,True
resma papel de hoy,35641,Salidas,False
airpods quincenal,795205,Salidas,False
aporte pensión enero,200000,Fijos,False
proteina whey semanal,127155,Salidas,False
ingreso plataforma digital agosto,300000,Ingresos,False
cerveza pilsen con parce,8412,Salidas,True
cocoa,18000,Salidas,True
recibo acueducto octubre,88577,Fijos,False
pollo para la semana semanal,30859,Salidas,False
subsidio gobierno noviembre,200000,Ingresos,False
indriver al el parque,18309,Salidas,True
tragos martes,94598,Salidas,True
hotel en cartagena noche,350000,Salidas,False
administración edificio enero,100000,Fijos,False
arepa con huevo,6908,Salidas,True
internet etb agosto,109900,Fijos,False
taxi al el éxito,21335,Salidas,True
plan celular claro,55000,Fijos,False
milo en la cafeteria,3000,Salidas,True
spotify personal febrero,13900,Susc.,True
pago eps agosto,145000,Fijos,False
taxi a la terminal,45000,Salidas,True
sorpresa cumpleaños,181962,Salidas,False
empanada de verduras,2067,Salidas,True
gaseosa de pollo,2028,Salidas,True
chance lunes,5900,Salidas,True
peaje ruta,12800,Salidas,True
comida perro pedigree,45000,Salidas,True
raspa y gana,7385,Salidas,True
dulces tienda semana,1597,Salidas,True
audifonos jbl de hoy,318930,Salidas,False
wrap de pollo,20000,Salidas,True
quincena diciembre,1500000,Ingresos,False
pollo para la semana,27343,Salidas,False
alquiler de sillas y mesas,167373,Salidas,False
beca estudio enero,500000,Ingresos,False
pago eps febrero,145000,Fijos,False
venta mercado libre enero,100000,Ingresos,False
papa al por mayor,21707,Salidas,False
regalo quince años,228825,Salidas,False
lotería sábado,3148,Salidas,True
almohada nueva,68349,Salidas,False
pension colegio agosto,350000,Fijos,False
camarones al ajillo,57151,Salidas,False
tiquete san andres,706099,Salidas,False
propina domicilio,4494,Salidas,True
licuadora,166223,Salidas,False
indriver al la terminal,9007,Salidas,True
gaseosa de pipián,4425,Salidas,True
xbox game pass agosto,19900,Susc.,False
remesas exterior febrero,500000,Ingresos,False
prime video julio,17900,Susc.,False
gaseosa de carne,4565,Salidas,True
subsidio gobierno diciembre,200000,Ingresos,False
disney plus noviembre,21900,Susc.,False
plataforma estudio febrero,65000,Susc.,False
plan celular wom,65000,Fijos,False
regalo quince años,262366,Salidas,False
pasaje bus intermunicipal para la casa,68580,Salidas,False
ingreso extra edición,200000,Ingresos,False
gaseosa de carne,4302,Salidas,True
pensión vejez febrero,1200000,Ingresos,False
papas salchipapa domingo,6214,Salidas,True
canva pro agosto,65000,Susc.,True
recibo acueducto febrero,65544,Fijos,False
microsoft 365 diciembre,65000,Susc.,False
licuadora,158324,Salidas,False
honorarios marketing agosto,1500000,Ingresos,False
comision julio,1000000,Ingresos,False
visita al pueblo,231301,Salidas,False
hotel en cartagena noche quincenal,358629,Salidas,False
buñuelo la tarde,2693,Salidas,True
plataforma estudio mayo,95000,Susc.,False
blender oster,211514,Salidas,False
mercado en justo y bueno,200000,Salidas,False
mercado en d1 mensual del mes,264510,Salidas,False
papelería oficina de hoy,52301,Salidas,False
aporte pensión junio,295000,Fijos,False
plataforma estudio junio,35000,Susc.,False
hotel san andres,2946345,Salidas,False
hbo max enero,19900,Susc.,False
recarga civica medellin,50000,Salidas,True
pension universidad privada,1800000,Fijos,False
buseta a la universidad,3667,Salidas,True
netflix duo agosto,17900,Susc.,False
ingreso plataforma digital julio,100000,Ingresos,False
cuota tarjeta de crédito,250000,Fijos,False
honorarios traducciones septiembre,1000000,Ingresos,False
helado de mora,6697,Salidas,True
taxi al la universidad,22274,Salidas,True
cafe en oma,10309,Salidas,True
arepa con huevo,6235,Salidas,True
cafe en la tienda,3718,Salidas,True
pago eps septiembre,145000,Fijos,False
tarjeta regalo falabella,81179,Salidas,False
sueldo segundo trabajo,900000,Ingresos,False
xbox game pass noviembre,19900,Susc.,False
curso udemy de hoy,60394,Salidas,False
onces semana,11580,Salidas,True
mercado en carulla,285440,Salidas,False
propina domicilio,2398,Salidas,True
xbox game pass febrero,19900,Susc.,False
vick,12000,Salidas,True
buseta a el centro,3600,Salidas,True
venta celular,300000,Ingresos,False
picada con los parces,81195,Salidas,True
pension colegio junio,450000,Fijos,False
tinto del medio día,1034,Salidas,True
taxi al la casa,16590,Salidas,True
metro de las la tarde,3745,Salidas,True
leche en caja,7744,Salidas,False
playstation plus diciembre,19900,Susc.,False
internet claro febrero,109900,Fijos,False
aporte pensión agosto,200000,Fijos,False
xbox game pass octubre,19900,Susc.,False
marrano de navidad,350000,Salidas,False
prime video enero,14900,Susc.,False
transferencia familia octubre,400000,Ingresos,False
almuerzo martes,24218,Salidas,True
adobe julio,120000,Susc.,False
lotería domingo,4267,Salidas,True
xbox game pass septiembre,29900,Susc.,False
cinta y burbujas,5000,Salidas,True
lavadora de ropa,2005171,Salidas,False
cuota hipoteca bancolombia,900000,Fijos,False
ingreso uber driver mayo,1400000,Ingresos,False
airpods,980000,Salidas,False
plan celular claro,55000,Fijos,False
adobe abril,120000,Susc.,False
pension universidad julio,1200000,Fijos,False
toner impresora,144060,Salidas,False
transferencia familia junio,700000,Ingresos,False
arriendo marzo,1200000,Fijos,False
internet movistar hogar,89900,Fijos,False
adobe abril,120000,Susc.,False
recibo acueducto octubre,82393,Fijos,False
aporte pensión febrero,400000,Fijos,False
microsoft 365 diciembre,65000,Susc.,False
multa transito,290000,Fijos,False
cuota junta accion comunal,15000,Fijos,False
icloud 5gb febrero,19900,Susc.,True
mecato noche,2911,Salidas,True
parqueadero la cafetería,6208,Salidas,True
suscripcion app diciembre,35000,Susc.,True
cuota crédito davivienda,900000,Fijos,False
chatgpt plus julio,55000,Susc.,True
picada con los parces,45276,Salidas,True
honorarios traducciones junio,500000,Ingresos,False
freelance diseño,500000,Ingresos,False
kumis,4000,Salidas,True
playstation plus marzo,19900,Susc.,False
libros de texto de hoy,78919,Salidas,False
devolución iva mayo,250000,Ingresos,False
cafe en la panadería,6729,Salidas,True
