descripcion,monto,categoria,es_gasto_hormiga,fuente,peso,X
transferencia familia junio,100000,ingreso_trabajo,False,synthetic,1,transferencia familia junio monto:medio
acueducto y alcantarillado,70000,servicios,False,synthetic,1,acueducto y alcantarillado monto:medio
beca estudio febrero,500000,ingreso_trabajo,False,synthetic,1,beca estudio febrero monto:alto
ingreso extra fotografía,700000,ingreso_trabajo,False,synthetic,1,ingreso extra fotografía monto:alto
arriendos recibidos enero,700000,ingreso_trabajo,False,synthetic,1,arriendos recibidos enero monto:alto
cargador celular,45000,alimentacion,True,synthetic,1,cargador celular monto:medio
aporte pensión mayo,250000,servicios,False,synthetic,1,aporte pensión mayo monto:alto
rappi prime septiembre,9900,tecnologia,True,synthetic,1,rappi prime septiembre monto:bajo
papas salchipapa domingo,6476,alimentacion,True,synthetic,1,papas salchipapa domingo monto:bajo
cafe juan valdez,9500,alimentacion,True,synthetic,1,cafe juan valdez monto:bajo
cuota crédito scotiabank,900000,servicios,False,synthetic,1,cuota crédito scotiabank monto:alto
devolución iva diciembre,100000,ingreso_trabajo,False,synthetic,1,devolución iva diciembre monto:medio
ingreso extra traducciones,500000,ingreso_trabajo,False,synthetic,1,ingreso extra traducciones monto:alto
servicio tecnico celular,143756,alimentacion,False,synthetic,1,servicio tecnico celular monto:medio
chance semana,5722,alimentacion,True,synthetic,1,chance semana monto:bajo
sueldo mensual basico,1160000,ingreso_trabajo,False,synthetic,1,sueldo mensual basico monto:alto
cuota hipoteca daviplata,1100000,servicios,False,synthetic,1,cuota hipoteca daviplata monto:alto
xbox game pass septiembre,29900,tecnologia,False,synthetic,1,xbox game pass septiembre monto:bajo
tiquete aéreo bogotá-medellín,323159,alimentacion,False,synthetic,1,tiquete aéreo bogotá-medellín monto:alto
vacaciones en san andrés,1516075,alimentacion,False,synthetic,1,vacaciones en san andrés monto:alto
onces sábado,9295,alimentacion,True,synthetic,1,onces sábado monto:bajo
galletas oreo,5000,alimentacion,True,synthetic,1,galletas oreo monto:bajo
recarga celular claro,8270,alimentacion,True,synthetic,1,recarga celular claro monto:bajo
arriendo abril,1100000,servicios,False,synthetic,1,arriendo abril monto:alto
boleta partido nacional,55000,alimentacion,True,synthetic,1,boleta partido nacional monto:medio
pago eps agosto,280000,servicios,False,synthetic,1,pago eps agosto monto:alto
adobe mayo,120000,tecnologia,False,synthetic,1,adobe mayo monto:medio
internet movistar noviembre,109900,servicios,False,synthetic,1,internet movistar noviembre monto:medio
recibo de luz epm,95000,servicios,False,synthetic,1,recibo de luz epm monto:medio
disney plus enero,17900,tecnologia,False,synthetic,1,disney plus enero monto:bajo
regalo baby shower,133549,alimentacion,False,synthetic,1,regalo baby shower monto:medio
tarjeta regalo falabella semanal,98726,alimentacion,False,synthetic,1,tarjeta regalo falabella semanal monto:medio
plomero emergencia,120000,servicios,False,synthetic,1,plomero emergencia monto:medio
veterinario consulta,98918,alimentacion,False,synthetic,1,veterinario consulta monto:medio
sobrebarriga guisada,30709,alimentacion,False,synthetic,1,sobrebarriga guisada monto:medio
nequi recarga,88297,alimentacion,False,synthetic,1,nequi recarga monto:medio
netflix familia julio,29900,tecnologia,False,synthetic,1,netflix familia julio monto:bajo
pasaje bus bogota medellin,109183,alimentacion,False,synthetic,1,pasaje bus bogota medellin monto:medio
seguro vida abril,50000,servicios,False,synthetic,1,seguro vida abril monto:medio
cuota tarjeta scotiabank,400000,servicios,False,synthetic,1,cuota tarjeta scotiabank monto:alto
tragos en la discoteca,80000,alimentacion,True,synthetic,1,tragos en la discoteca monto:medio
uber desde el banco,19200,alimentacion,True,synthetic,1,uber desde el banco monto:bajo
tiquete latam bogota cali,180000,alimentacion,False,synthetic,1,tiquete latam bogota cali monto:alto
escoba y trapero,29116,alimentacion,False,synthetic,1,escoba y trapero monto:bajo
vpn con anuncios mensual,25000,tecnologia,True,synthetic,1,vpn con anuncios mensual monto:bajo
pasaje bus intermunicipal,65000,alimentacion,False,synthetic,1,pasaje bus intermunicipal monto:medio
dulces tienda semana,4428,alimentacion,True,synthetic,1,dulces tienda semana monto:bajo
sueldo part time octubre,900000,ingreso_trabajo,False,synthetic,1,sueldo part time octubre monto:alto
mercado en el éxito mensual para la casa,634142,alimentacion,False,synthetic,1,mercado en el éxito mensual para la casa monto:alto
picada con los parces,81497,alimentacion,True,synthetic,1,picada con los parces monto:medio
sabanas,116712,alimentacion,False,synthetic,1,sabanas monto:medio
plan celular tigo,65000,servicios,False,synthetic,1,plan celular tigo monto:medio
aporte pensión diciembre,150000,servicios,False,synthetic,1,aporte pensión diciembre monto:alto
cuota hipoteca itaú,900000,servicios,False,synthetic,1,cuota hipoteca itaú monto:alto
pension colegio julio,450000,servicios,False,synthetic,1,pension colegio julio monto:alto
parqueadero starbucks,13344,alimentacion,True,synthetic,1,parqueadero starbucks monto:bajo
remesas exterior febrero,500000,ingreso_trabajo,False,synthetic,1,remesas exterior febrero monto:alto
mazorca en la plaza,4500,alimentacion,True,synthetic,1,mazorca en la plaza monto:bajo
sarten,94527,alimentacion,False,synthetic,1,sarten monto:medio
limonada de panela,4000,alimentacion,True,synthetic,1,limonada de panela monto:bajo
internet une medellin,72000,servicios,False,synthetic,1,internet une medellin monto:medio
uber al trabajo,12000,alimentacion,True,synthetic,1,uber al trabajo monto:bajo
nevera nueva,2104246,alimentacion,False,synthetic,1,nevera nueva monto:alto
arriendo junio,800000,servicios,False,synthetic,1,arriendo junio monto:alto
internet etb enero,69900,servicios,False,synthetic,1,internet etb enero monto:medio
comision diciembre,200000,ingreso_trabajo,False,synthetic,1,comision diciembre monto:alto
mecato la tarde,4617,alimentacion,True,synthetic,1,mecato la tarde monto:bajo
recibo gas diciembre,94217,servicios,False,synthetic,1,recibo gas diciembre monto:medio
devolución iva febrero,150000,ingreso_trabajo,False,synthetic,1,devolución iva febrero monto:alto
cafe en oma,9357,alimentacion,True,synthetic,1,cafe en oma monto:bajo
tenis adidas,257233,alimentacion,False,synthetic,1,tenis adidas monto:alto
ingreso uber driver julio,1800000,ingreso_trabajo,False,synthetic,1,ingreso uber driver julio monto:alto
visita al pueblo,283632,alimentacion,False,synthetic,1,visita al pueblo monto:alto
buseta a el banco,2533,alimentacion,True,synthetic,1,buseta a el banco monto:bajo
subsidio gobierno abril,100000,ingreso_trabajo,False,synthetic,1,subsidio gobierno abril monto:medio
cuota tarjeta bancolombia,150000,servicios,False,synthetic,1,cuota tarjeta bancolombia monto:alto
seguro todo riesgo carro,280000,servicios,False,synthetic,1,seguro todo riesgo carro monto:alto
honorarios desarrollo web febrero,2000000,ingreso_trabajo,False,synthetic,1,honorarios desarrollo web febrero monto:alto
internet etb agosto,49900,servicios,False,synthetic,1,internet etb agosto monto:medio
recibo gas noviembre,115377,servicios,False,synthetic,1,recibo gas noviembre monto:medio
helado de chocolate,7737,alimentacion,True,synthetic,1,helado de chocolate monto:bajo
nomina octubre,4000000,ingreso_trabajo,False,synthetic,1,nomina octubre monto:alto
pago eps septiembre,145000,servicios,False,synthetic,1,pago eps septiembre monto:medio
cafe en la tienda,12727,alimentacion,True,synthetic,1,cafe en la tienda monto:bajo
tinto antes de almuerzo,2222,alimentacion,True,synthetic,1,tinto antes de almuerzo monto:bajo
netflix con anuncios febrero,42900,tecnologia,False,synthetic,1,netflix con anuncios febrero monto:medio
matricula universidad,2500000,servicios,False,synthetic,1,matricula universidad monto:alto
devolución iva febrero,250000,ingreso_trabajo,False,synthetic,1,devolución iva febrero monto:alto
arroz chino,22000,alimentacion,True,synthetic,1,arroz chino monto:bajo
arriendo mayo,1100000,servicios,False,synthetic,1,arriendo mayo monto:alto
recarga celular movistar,15710,alimentacion,True,synthetic,1,recarga celular movistar monto:bajo
recibo gas octubre,81275,servicios,False,synthetic,1,recibo gas octubre monto:medio
camisa en studio f,195570,alimentacion,False,synthetic,1,camisa en studio f monto:alto
sueldo part time enero,900000,ingreso_trabajo,False,synthetic,1,sueldo part time enero monto:alto
bono de productividad,500000,ingreso_trabajo,False,synthetic,1,bono de productividad monto:alto
caldo de pollo,10000,alimentacion,True,synthetic,1,caldo de pollo monto:bajo
rappi prime mayo,14900,tecnologia,True,synthetic,1,rappi prime mayo monto:bajo
quincena febrero,800000,ingreso_trabajo,False,synthetic,1,quincena febrero monto:alto
cena lunes,31302,alimentacion,True,synthetic,1,cena lunes monto:medio
suplementos proteina,172671,alimentacion,False,synthetic,1,suplementos proteina monto:alto
clases de ingles septiembre,180000,tecnologia,False,synthetic,1,clases de ingles septiembre monto:alto
honorarios marketing noviembre,1500000,ingreso_trabajo,False,synthetic,1,honorarios marketing noviembre monto:alto
internet tigo mensual,69900,servicios,False,synthetic,1,internet tigo mensual monto:medio
arriendo habitacion en residencia,450000,servicios,False,synthetic,1,arriendo habitacion en residencia monto:alto
freelance diseño,800000,ingreso_trabajo,False,synthetic,1,freelance diseño monto:alto
quincena mayo,1250000,ingreso_trabajo,False,synthetic,1,quincena mayo monto:alto
pension universidad marzo,900000,servicios,False,synthetic,1,pension universidad marzo monto:alto
empanada de verduras,2544,alimentacion,True,synthetic,1,empanada de verduras monto:bajo
tinto de las 8,1624,alimentacion,True,synthetic,1,tinto de las 8 monto:bajo
recarga minutos celular,10000,alimentacion,True,synthetic,1,recarga minutos celular monto:bajo
mesada universitaria marzo,800000,ingreso_trabajo,False,synthetic,1,mesada universitaria marzo monto:alto
venta ropa usada,80000,ingreso_trabajo,False,synthetic,1,venta ropa usada monto:medio
onces semana,6173,alimentacion,True,synthetic,1,onces semana monto:bajo
cobija para el frio,95000,alimentacion,False,synthetic,1,cobija para el frio monto:medio
picada con los parces,65859,alimentacion,True,synthetic,1,picada con los parces monto:medio
sueldo part time febrero,900000,ingreso_trabajo,False,synthetic,1,sueldo part time febrero monto:alto
pandebono jueves,2383,alimentacion,True,synthetic,1,pandebono jueves monto:bajo
honorarios asesoría enero,3000000,ingreso_trabajo,False,synthetic,1,honorarios asesoría enero monto:alto
mecato noche,4620,alimentacion,True,synthetic,1,mecato noche monto:bajo
toner impresora,180000,alimentacion,False,synthetic,1,toner impresora monto:alto
almuerzo miércoles,19500,alimentacion,True,synthetic,1,almuerzo miércoles monto:bajo
freelance fotografía,1000000,ingreso_trabajo,False,synthetic,1,freelance fotografía monto:alto
hotel en cartagena noche,373300,alimentacion,False,synthetic,1,hotel en cartagena noche monto:alto
domicilio glovo cena,45744,alimentacion,True,synthetic,1,domicilio glovo cena monto:medio
uber desde el jumbo,27461,alimentacion,True,synthetic,1,uber desde el jumbo monto:bajo
beca estudio julio,600000,ingreso_trabajo,False,synthetic,1,beca estudio julio monto:alto
chow mein,28000,alimentacion,True,synthetic,1,chow mein monto:bajo
plancha de pelo,120000,alimentacion,False,synthetic,1,plancha de pelo monto:medio
lonchera del niño domingo,15166,alimentacion,True,synthetic,1,lonchera del niño domingo monto:bajo
recarga celular tigo,15597,alimentacion,True,synthetic,1,recarga celular tigo monto:bajo
arriendo diciembre,750000,servicios,False,synthetic,1,arriendo diciembre monto:alto
recibo luz junio,148892,servicios,False,synthetic,1,recibo luz junio monto:medio
cuota crédito itaú,500000,servicios,False,synthetic,1,cuota crédito itaú monto:alto
spotify con anuncios junio,22900,tecnologia,True,synthetic,1,spotify con anuncios junio monto:bajo
ingreso plataforma digital marzo,200000,ingreso_trabajo,False,synthetic,1,ingreso plataforma digital marzo monto:alto
bandeja paisa completa para el trabajo,34705,alimentacion,False,synthetic,1,bandeja paisa completa para el trabajo monto:medio
arriendos recibidos junio,700000,ingreso_trabajo,False,synthetic,1,arriendos recibidos junio monto:alto
arroz de mariscos,52449,alimentacion,False,synthetic,1,arroz de mariscos monto:medio
pago eps marzo,200000,servicios,False,synthetic,1,pago eps marzo monto:alto
devolución iva noviembre,300000,ingreso_trabajo,False,synthetic,1,devolución iva noviembre monto:alto
pack 12 cervezas poker,52000,alimentacion,True,synthetic,1,pack 12 cervezas poker monto:medio
postre en restaurante,12000,alimentacion,True,synthetic,1,postre en restaurante monto:bajo
seguro soat abril,55000,servicios,False,synthetic,1,seguro soat abril monto:medio
crema corporal,55000,alimentacion,True,synthetic,1,crema corporal monto:medio
ron medellín,35000,alimentacion,True,synthetic,1,ron medellín monto:medio
lonchera del niño semana,14962,alimentacion,True,synthetic,1,lonchera del niño semana monto:bajo
agua en bolsa,500,alimentacion,True,synthetic,1,agua en bolsa monto:bajo
dominio y hosting julio,75000,tecnologia,False,synthetic,1,dominio y hosting julio monto:medio
ancheta empresarial,286087,alimentacion,False,synthetic,1,ancheta empresarial monto:alto
concierto bad bunny,322323,alimentacion,False,synthetic,1,concierto bad bunny monto:alto
uber desde la casa,13406,alimentacion,True,synthetic,1,uber desde la casa monto:bajo
onces semana,13814,alimentacion,True,synthetic,1,onces semana monto:bajo
cebolla y ajo semanal,10491,alimentacion,False,synthetic,1,cebolla y ajo semanal monto:bajo
adornos navideños,106261,alimentacion,False,synthetic,1,adornos navideños monto:medio
recarga celular movistar,13403,alimentacion,True,synthetic,1,recarga celular movistar monto:bajo
buñuelo de las 8,2209,alimentacion,True,synthetic,1,buñuelo de las 8 monto:bajo
freelance fotografía,1500000,ingreso_trabajo,False,synthetic,1,freelance fotografía monto:alto
tinto la tarde,1288,alimentacion,True,synthetic,1,tinto la tarde monto:bajo
curso udemy,55000,alimentacion,False,synthetic,1,curso udemy monto:medio
changua del desayuno,7000,alimentacion,True,synthetic,1,changua del desayuno monto:bajo
gym smart fit mensual,89900,tecnologia,False,synthetic,1,gym smart fit mensual monto:medio
plan celular tigo,85000,servicios,False,synthetic,1,plan celular tigo monto:medio
ingreso mesero mensual,1400000,ingreso_trabajo,False,synthetic,1,ingreso mesero mensual monto:alto
lavanderia mensual de hoy,89974,alimentacion,False,synthetic,1,lavanderia mensual de hoy monto:medio
buñuelo la tarde,1828,alimentacion,True,synthetic,1,buñuelo la tarde monto:bajo
periódico el tiempo digital,29900,tecnologia,True,synthetic,1,periódico el tiempo digital monto:bajo
festival rumba stereo,163446,alimentacion,False,synthetic,1,festival rumba stereo monto:alto
microsoft 365 enero,65000,tecnologia,False,synthetic,1,microsoft 365 enero monto:medio
